"TF","HVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"AR","1.048228386199907769","1.048228386199907769","1.048228386199907769","Activated","158","viper","158","1.048228386199907769",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=207); ARCHS4--Coexpression(rank=328); Enrichr--Queries(rank=606); GTEx--Coexpression(rank=680)","120","0.030490000000000000","Literature ChIP-seq,0.03049"
"GATA6","1.043598470560007430","1.043598470560007430","1.043598470560007430","Activated","159","viper","159","1.043598470560007430",NA,NA,"5","Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=228); Enrichr--Queries(rank=461); GTEx--Coexpression(rank=462)","533","0.140000000000000013","ARCHS4 Coexpression,0.14"
"SOX2","0.995596257563622689","0.995596257563622689","0.995596257563622689","Activated","160","viper","160","0.995596257563622689",NA,NA,"5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=226); ARCHS4--Coexpression(rank=420); Enrichr--Queries(rank=539); GTEx--Coexpression(rank=677)","67","0.018290000000000001","Literature ChIP-seq,0.01829"
"RUNX3","-0.986453297960038444","-0.986453297960038444","0.986453297960038444","Repressed","161","viper","161","0.986453297960038444",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=409); ARCHS4--Coexpression(rank=418); GTEx--Coexpression(rank=1026)","890","0.256799999999999973","ARCHS4 Coexpression,0.2568"
"OTX2","0.974034743045675611","0.974034743045675611","0.974034743045675611","Activated","162","viper","162","0.974034743045675611",NA,NA,"4","ReMap--ChIP-seq(rank=285); GTEx--Coexpression(rank=348); ARCHS4--Coexpression(rank=721); Enrichr--Queries(rank=974)","773","0.216599999999999987","GTEx Coexpression,0.2166"
"ELF5","0.960128030209816630","0.960128030209816630","0.960128030209816630","Activated","163","viper","163","0.960128030209816630",NA,NA,"5","Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=259); ARCHS4--Coexpression(rank=292); Enrichr--Queries(rank=330); GTEx--Coexpression(rank=549)","666","0.179400000000000004","ARCHS4 Coexpression,0.1794"
"LHX2","0.957579681195062427","0.957579681195062427","0.957579681195062427","Activated","164","viper","164","0.957579681195062427",NA,NA,"4","ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=384); ARCHS4--Coexpression(rank=403); Enrichr--Queries(rank=682)","828","0.238999999999999990","GTEx Coexpression,0.239"
"LEF1","0.956683963347227495","0.956683963347227495","0.956683963347227495","Activated","165","viper","165","0.956683963347227495",NA,NA,"4","ARCHS4--Coexpression(rank=213); ReMap--ChIP-seq(rank=293); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=906)","497","0.130800000000000000","ARCHS4 Coexpression,0.1308"
"ELF1","-0.954128092258694438","-0.954128092258694438","0.954128092258694438","Repressed","166","viper","166","0.954128092258694438",NA,NA,"5","ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=102); Literature--ChIP-seq(rank=122); ARCHS4--Coexpression(rank=226); GTEx--Coexpression(rank=337)","528","0.138800000000000007","ARCHS4 Coexpression,0.1388"
"SP4","-0.940946635932957354","-0.940946635932957354","0.940946635932957354","Repressed","167","viper","167","0.940946635932957354",NA,NA,"5","ENCODE--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=134); Enrichr--Queries(rank=705); ARCHS4--Coexpression(rank=1195); GTEx--Coexpression(rank=1412)","1270","0.451199999999999990","ReMap ChIP-seq,0.4512"
"SREBF1","0.939587837045406049","0.939587837045406049","0.939587837045406049","Activated","168","viper","168","0.939587837045406049",NA,NA,"6","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=118); Literature--ChIP-seq(rank=131); GTEx--Coexpression(rank=468); Enrichr--Queries(rank=669); ARCHS4--Coexpression(rank=1447)","976","0.291200000000000014","GTEx Coexpression,0.2912"
"CEBPA","-0.935690927314458909","-0.935690927314458909","0.935690927314458909","Repressed","169","viper","169","0.935690927314458909",NA,NA,"5","Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=242); Enrichr--Queries(rank=339); ARCHS4--Coexpression(rank=430); GTEx--Coexpression(rank=1229)","838","0.241499999999999992","Enrichr Queries,0.2415"
"KMT2A","0.930383358329529564","0.930383358329529564","0.930383358329529564","Activated","170","viper","170","0.930383358329529564",NA,NA,"3","ReMap--ChIP-seq(rank=255); GTEx--Coexpression(rank=998); ARCHS4--Coexpression(rank=1316)","1463","0.620999999999999996","GTEx Coexpression,0.621"
"TCF7L2","-0.924792778987079123","-0.924792778987079123","0.924792778987079123","Repressed","171","viper","171","0.924792778987079123",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=659); GTEx--Coexpression(rank=982); Enrichr--Queries(rank=1140)","881","0.254199999999999982","ENCODE ChIP-seq,0.2542"
"ATF1","-0.901074153046834914","-0.901074153046834914","0.901074153046834914","Repressed","172","viper","172","0.901074153046834914",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=145); Enrichr--Queries(rank=295); GTEx--Coexpression(rank=1310)","352","0.089069999999999996","ARCHS4 Coexpression,0.08907"
"TWIST1","0.895349268627732897","0.895349268627732897","0.895349268627732897","Activated","173","viper","173","0.895349268627732897",NA,NA,"4","ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=665); Enrichr--Queries(rank=1095); GTEx--Coexpression(rank=1418)","981","0.292899999999999994","ReMap ChIP-seq,0.2929"
"FOXO3","0.894721416640115841","0.894721416640115841","0.894721416640115841","Activated","174","viper","174","0.894721416640115841",NA,NA,"4","Literature--ChIP-seq(rank=97); Enrichr--Queries(rank=992); GTEx--Coexpression(rank=1231); ARCHS4--Coexpression(rank=1345)","1434","0.591500000000000026","Literature ChIP-seq,0.5915"
"ZNF384","-0.879018043157490325","-0.879018043157490325","0.879018043157490325","Repressed","175","viper","175","0.879018043157490325",NA,NA,"5","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=1269); Enrichr--Queries(rank=1287); GTEx--Coexpression(rank=1355)","946","0.279700000000000004","ENCODE ChIP-seq,0.2797"
"NFE2L1","0.874580085589671818","0.874580085589671818","0.874580085589671818","Activated","176","viper","176","0.874580085589671818",NA,NA,"4","ReMap--ChIP-seq(rank=284); Enrichr--Queries(rank=1170); GTEx--Coexpression(rank=1253); ARCHS4--Coexpression(rank=1593)","1563","0.779699999999999949","GTEx Coexpression,0.7797"
"HBP1","0.854885889525663245","0.854885889525663245","0.854885889525663245","Activated","177","viper","177","0.854885889525663245",NA,NA,"4","ReMap--ChIP-seq(rank=97); ARCHS4--Coexpression(rank=100); Enrichr--Queries(rank=308); GTEx--Coexpression(rank=415)","247","0.061429999999999998","ARCHS4 Coexpression,0.06143"
"MYB","-0.848897200537040542","-0.848897200537040542","0.848897200537040542","Repressed","178","viper","178","0.848897200537040542",NA,NA,"6","Enrichr--Queries(rank=23); Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=36); GTEx--Coexpression(rank=54); ReMap--ChIP-seq(rank=137); ARCHS4--Coexpression(rank=321)","58","0.016379999999999999","Enrichr Queries,0.01638"
"KLF9","0.838392863527485432","0.838392863527485432","0.838392863527485432","Activated","179","viper","179","0.838392863527485432",NA,NA,"4","ReMap--ChIP-seq(rank=12); Enrichr--Queries(rank=337); ARCHS4--Coexpression(rank=452); GTEx--Coexpression(rank=630)","157","0.040399999999999998","ReMap ChIP-seq,0.0404"
"SRF","0.817166413568879313","0.817166413568879313","0.817166413568879313","Activated","180","viper","180","0.817166413568879313",NA,NA,"6","ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=126); ReMap--ChIP-seq(rank=225); Enrichr--Queries(rank=555); GTEx--Coexpression(rank=562); ARCHS4--Coexpression(rank=1490)","1095","0.349700000000000011","GTEx Coexpression,0.3497"
"PROX1","0.809765078169500052","0.809765078169500052","0.809765078169500052","Activated","181","viper","181","0.809765078169500052",NA,NA,"4","ReMap--ChIP-seq(rank=168); Enrichr--Queries(rank=305); ARCHS4--Coexpression(rank=408); GTEx--Coexpression(rank=626)","775","0.217200000000000004","Enrichr Queries,0.2172"
"ZEB2","-0.778448685045919353","-0.778448685045919353","0.778448685045919353","Repressed","182","viper","182","0.778448685045919353",NA,NA,"4","ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=451); ARCHS4--Coexpression(rank=983); GTEx--Coexpression(rank=989)","1042","0.321199999999999986","Enrichr Queries,0.3212"
"PGR","0.775187277640098316","0.775187277640098316","0.775187277640098316","Activated","183","viper","183","0.775187277640098316",NA,NA,"4","ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=317); ARCHS4--Coexpression(rank=359); Enrichr--Queries(rank=728)","714","0.197300000000000003","GTEx Coexpression,0.1973"
"ELK4","-0.767999196511055415","-0.767999196511055415","0.767999196511055415","Repressed","184","viper","184","0.767999196511055415",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=122); GTEx--Coexpression(rank=750); Enrichr--Queries(rank=1324); ARCHS4--Coexpression(rank=1400)","1202","0.410799999999999998","ReMap ChIP-seq,0.4108"
"DUX4","-0.757546456594228590","-0.757546456594228590","0.757546456594228590","Repressed","185","viper","185","0.757546456594228590",NA,NA,"2","ReMap--ChIP-seq(rank=291); ARCHS4--Coexpression(rank=1585)","1628","0.973600000000000021","ARCHS4 Coexpression,0.9736"
"FLI1","0.753128903312698883","0.753128903312698883","0.753128903312698883","Activated","186","viper","186","0.753128903312698883",NA,NA,"6","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=80); Literature--ChIP-seq(rank=138); ARCHS4--Coexpression(rank=278); GTEx--Coexpression(rank=288); Enrichr--Queries(rank=726)","639","0.170800000000000007","ARCHS4 Coexpression,0.1708"
"SP1","-0.745585561869423263","-0.745585561869423263","0.745585561869423263","Repressed","187","viper","187","0.745585561869423263",NA,NA,"5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=60); GTEx--Coexpression(rank=449); Enrichr--Queries(rank=1061); ARCHS4--Coexpression(rank=1310)","338","0.084750000000000006","ENCODE ChIP-seq,0.08475"
"ATF7","0.742642376501270296","0.742642376501270296","0.742642376501270296","Activated","188","viper","188","0.742642376501270296",NA,NA,"4","ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=910); ARCHS4--Coexpression(rank=1334); Enrichr--Queries(rank=1390)","1147","0.377099999999999991","ReMap ChIP-seq,0.3771"
"NCOA2","0.717849739452968483","0.717849739452968483","0.717849739452968483","Activated","189","viper","189","0.717849739452968483",NA,NA,"4","ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=921); Enrichr--Queries(rank=1398); ARCHS4--Coexpression(rank=1458)","1393","0.548799999999999955","ReMap ChIP-seq,0.5488"
"STAT5B","0.714448388269026013","0.714448388269026013","0.714448388269026013","Activated","190","viper","190","0.714448388269026013",NA,NA,"4","ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=338); Enrichr--Queries(rank=910); GTEx--Coexpression(rank=1189)","746","0.207600000000000007","ARCHS4 Coexpression,0.2076"
"ATF6","-0.703583440471998167","-0.703583440471998167","0.703583440471998167","Repressed","191","viper","191","0.703583440471998167",NA,NA,"3","Enrichr--Queries(rank=840); GTEx--Coexpression(rank=1437); ARCHS4--Coexpression(rank=1504)","1442","0.598300000000000165","Enrichr Queries,0.5983"
"FOXO4","0.703207041813040723","0.703207041813040723","0.703207041813040723","Activated","192","viper","192","0.703207041813040723",NA,NA,"3","Enrichr--Queries(rank=93); ARCHS4--Coexpression(rank=1070); GTEx--Coexpression(rank=1157)","265","0.066239999999999993","Enrichr Queries,0.06624"
"BHLHE22","-0.696237596330039787","-0.696237596330039787","0.696237596330039787","Repressed","193","viper","193","0.696237596330039787",NA,NA,"3","ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=251); GTEx--Coexpression(rank=657)","581","0.154200000000000004","ARCHS4 Coexpression,0.1542"
"YY1","-0.674992469211331048","-0.674992469211331048","0.674992469211331048","Repressed","194","viper","194","0.674992469211331048",NA,NA,"6","ReMap--ChIP-seq(rank=74); Literature--ChIP-seq(rank=104); ENCODE--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=836); GTEx--Coexpression(rank=1054)","373","0.094589999999999994","ARCHS4 Coexpression,0.09459"
"EOMES","0.666437720053657090","0.666437720053657090","0.666437720053657090","Activated","195","viper","195","0.666437720053657090",NA,NA,"5","Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=283); ARCHS4--Coexpression(rank=503); Enrichr--Queries(rank=787); GTEx--Coexpression(rank=1153)","507","0.134099999999999997","Literature ChIP-seq,0.1341"
"HIF1A","0.630339485660860066","0.630339485660860066","0.630339485660860066","Activated","196","viper","196","0.630339485660860066",NA,NA,"5","Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=702); ARCHS4--Coexpression(rank=1061); GTEx--Coexpression(rank=1244)","1331","0.500000000000000000","Enrichr Queries,0.5"
"TGIF2","0.629960045333490926","0.629960045333490926","0.629960045333490926","Activated","197","viper","197","0.629960045333490926",NA,NA,"4","ARCHS4--Coexpression(rank=16); Enrichr--Queries(rank=45); ReMap--ChIP-seq(rank=144); GTEx--Coexpression(rank=311)","32","0.009828000000000000","ARCHS4 Coexpression,0.009828"
"ZNF24","-0.609455904714324648","-0.609455904714324648","0.609455904714324648","Repressed","198","viper","198","0.609455904714324648",NA,NA,"4","ReMap--ChIP-seq(rank=199); Enrichr--Queries(rank=830); GTEx--Coexpression(rank=1125); ARCHS4--Coexpression(rank=1152)","1433","0.591199999999999837","Enrichr Queries,0.5912"
"GATA2","0.592273189509281317","0.592273189509281317","0.592273189509281317","Activated","199","viper","199","0.592273189509281317",NA,NA,"6","ENCODE--ChIP-seq(rank=52); Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=282); ARCHS4--Coexpression(rank=543); Enrichr--Queries(rank=589); GTEx--Coexpression(rank=897)","1068","0.333500000000000019","ARCHS4 Coexpression,0.3335"
"RXRA","-0.584376803760000119","-0.584376803760000119","0.584376803760000119","Repressed","200","viper","200","0.584376803760000119",NA,NA,"6","Literature--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=711); GTEx--Coexpression(rank=992); ARCHS4--Coexpression(rank=1032)","825","0.237800000000000011","Literature ChIP-seq,0.2378"
"NFKB2","0.560476906836879896","0.560476906836879896","0.560476906836879896","Activated","201","viper","201","0.560476906836879896",NA,NA,"4","ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=359); ARCHS4--Coexpression(rank=618); GTEx--Coexpression(rank=705)","885","0.255699999999999983","Enrichr Queries,0.2557"
"NRF1","-0.546205683999173908","-0.546205683999173908","0.546205683999173908","Repressed","202","viper","202","0.546205683999173908",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=221); Enrichr--Queries(rank=497); GTEx--Coexpression(rank=1314)","513","0.135699999999999987","ARCHS4 Coexpression,0.1357"
"BCL11A","0.537031424530482804","0.537031424530482804","0.537031424530482804","Activated","203","viper","203","0.537031424530482804",NA,NA,"5","ENCODE--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=407); Enrichr--Queries(rank=741); ARCHS4--Coexpression(rank=1024)","878","0.253300000000000025","GTEx Coexpression,0.2533"
"NR5A2","0.533039131035718317","0.533039131035718317","0.533039131035718317","Activated","204","viper","204","0.533039131035718317",NA,NA,"4","ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=405); Enrichr--Queries(rank=645); GTEx--Coexpression(rank=1019)","863","0.248799999999999993","ARCHS4 Coexpression,0.2488"
"BCL6","-0.528706796885795249","-0.528706796885795249","0.528706796885795249","Repressed","205","viper","205","0.528706796885795249",NA,NA,"5","Literature--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=82); Enrichr--Queries(rank=358); ARCHS4--Coexpression(rank=780); GTEx--Coexpression(rank=1265)","884","0.255000000000000004","Enrichr Queries,0.255"
"CREB1","0.522283907332354858","0.522283907332354858","0.522283907332354858","Activated","206","viper","206","0.522283907332354858",NA,NA,"6","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=594); Enrichr--Queries(rank=1263); ARCHS4--Coexpression(rank=1420)","616","0.164599999999999996","Literature ChIP-seq,0.1646"
"MBD1","0.520533644884740077","0.520533644884740077","0.520533644884740077","Activated","207","viper","207","0.520533644884740077",NA,NA,"3","Enrichr--Queries(rank=1025); GTEx--Coexpression(rank=1142); ARCHS4--Coexpression(rank=1517)","1528","0.710600000000000009","GTEx Coexpression,0.7106"
"EGR1","0.520199109905974177","0.520199109905974177","0.520199109905974177","Activated","208","viper","208","0.520199109905974177",NA,NA,"6","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=48); Enrichr--Queries(rank=212); ARCHS4--Coexpression(rank=334); GTEx--Coexpression(rank=843)","185","0.047140000000000001","ReMap ChIP-seq,0.04714"
"SOX6","0.489317266659037076","0.489317266659037076","0.489317266659037076","Activated","209","viper","209","0.489317266659037076",NA,NA,"4","ReMap--ChIP-seq(rank=174); GTEx--Coexpression(rank=812); Enrichr--Queries(rank=933); ARCHS4--Coexpression(rank=970)","1338","0.505299999999999971","GTEx Coexpression,0.5053"
"NR2F6","0.486153366014133115","0.486153366014133115","0.486153366014133115","Activated","210","viper","210","0.486153366014133115",NA,NA,"4","ReMap--ChIP-seq(rank=64); Enrichr--Queries(rank=226); GTEx--Coexpression(rank=304); ARCHS4--Coexpression(rank=736)","602","0.161000000000000004","Enrichr Queries,0.161"
"RELB","-0.482506712872398658","-0.482506712872398658","0.482506712872398658","Repressed","211","viper","211","0.482506712872398658",NA,NA,"4","ReMap--ChIP-seq(rank=116); Enrichr--Queries(rank=201); ARCHS4--Coexpression(rank=381); GTEx--Coexpression(rank=932)","543","0.143199999999999994","Enrichr Queries,0.1432"
"HMBOX1","-0.478189699580469418","-0.478189699580469418","0.478189699580469418","Repressed","212","viper","212","0.478189699580469418",NA,NA,"4","ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=608); Enrichr--Queries(rank=1175); ARCHS4--Coexpression(rank=1188)","1151","0.378300000000000025","GTEx Coexpression,0.3783"
"KLF1","0.453649072647205109","0.453649072647205109","0.453649072647205109","Activated","213","viper","213","0.453649072647205109",NA,NA,"5","Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=293); ARCHS4--Coexpression(rank=552); GTEx--Coexpression(rank=1494)","750","0.208699999999999997","Enrichr Queries,0.2087"
"SIX5","-0.439363063465072701","-0.439363063465072701","0.439363063465072701","Repressed","214","viper","214","0.439363063465072701",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=110); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=682); ARCHS4--Coexpression(rank=871)","1004","0.299900000000000000","Enrichr Queries,0.2999"
"HOXA9","0.438018072955134785","0.438018072955134785","0.438018072955134785","Activated","215","viper","215","0.438018072955134785",NA,NA,"4","GTEx--Coexpression(rank=221); ReMap--ChIP-seq(rank=277); Enrichr--Queries(rank=605); ARCHS4--Coexpression(rank=748)","521","0.137500000000000011","GTEx Coexpression,0.1375"
"AHR","0.427166427716400232","0.427166427716400232","0.427166427716400232","Activated","216","viper","216","0.427166427716400232",NA,NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=510); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=1311)","963","0.286600000000000021","Literature ChIP-seq,0.2866"
"KDM5B","-0.421579939565561779","-0.421579939565561779","0.421579939565561779","Repressed","217","viper","217","0.421579939565561779",NA,NA,"5","Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=111); GTEx--Coexpression(rank=1013)","276","0.068180000000000004","ARCHS4 Coexpression,0.06818"
"CREM","-0.414647925268033513","-0.414647925268033513","0.414647925268033513","Repressed","218","viper","218","0.414647925268033513",NA,NA,"5","ReMap--ChIP-seq(rank=47); Literature--ChIP-seq(rank=93); Enrichr--Queries(rank=382); ARCHS4--Coexpression(rank=1166); GTEx--Coexpression(rank=1503)","593","0.158200000000000007","ReMap ChIP-seq,0.1582"
"TCF7","0.400752960746959097","0.400752960746959097","0.400752960746959097","Activated","219","viper","219","0.400752960746959097",NA,NA,"5","Literature--ChIP-seq(rank=91); Enrichr--Queries(rank=163); ARCHS4--Coexpression(rank=192); ReMap--ChIP-seq(rank=251); GTEx--Coexpression(rank=968)","449","0.116099999999999995","Enrichr Queries,0.1161"
"CREB3","0.372339034485464015","0.372339034485464015","0.372339034485464015","Activated","220","viper","220","0.372339034485464015",NA,NA,"4","ReMap--ChIP-seq(rank=233); Enrichr--Queries(rank=647); GTEx--Coexpression(rank=670); ARCHS4--Coexpression(rank=1520)","1216","0.416899999999999993","GTEx Coexpression,0.4169"
"FOXP2","-0.354426003418798707","-0.354426003418798707","0.354426003418798707","Repressed","221","viper","221","0.354426003418798707",NA,NA,"6","ReMap--ChIP-seq(rank=63); ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=107); GTEx--Coexpression(rank=269); Enrichr--Queries(rank=457); ARCHS4--Coexpression(rank=1116)","628","0.167399999999999993","GTEx Coexpression,0.1674"
"FOXP1","-0.345133261967211336","-0.345133261967211336","0.345133261967211336","Repressed","222","viper","222","0.345133261967211336",NA,NA,"5","Literature--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=54); GTEx--Coexpression(rank=704); ARCHS4--Coexpression(rank=1146); Enrichr--Queries(rank=1283)","674","0.181799999999999989","ReMap ChIP-seq,0.1818"
"ZNF274","-0.344557683007352455","-0.344557683007352455","0.344557683007352455","Repressed","223","viper","223","0.344557683007352455",NA,NA,"6","ENCODE--ChIP-seq(rank=112); Literature--ChIP-seq(rank=161); ReMap--ChIP-seq(rank=220); Enrichr--Queries(rank=317); ARCHS4--Coexpression(rank=1083); GTEx--Coexpression(rank=1092)","795","0.225800000000000001","Enrichr Queries,0.2258"
"PAX8","-0.342471107693791244","-0.342471107693791244","0.342471107693791244","Repressed","224","viper","224","0.342471107693791244",NA,NA,"4","ReMap--ChIP-seq(rank=241); GTEx--Coexpression(rank=411); ARCHS4--Coexpression(rank=512); Enrichr--Queries(rank=524)","886","0.255800000000000027","GTEx Coexpression,0.2558"
"SMAD1","-0.325964354326122696","-0.325964354326122696","0.325964354326122696","Repressed","225","viper","225","0.325964354326122696",NA,NA,"5","Literature--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=145); Enrichr--Queries(rank=781); ARCHS4--Coexpression(rank=964); GTEx--Coexpression(rank=1497)","1323","0.488200000000000023","ReMap ChIP-seq,0.4882"
"SOX10","0.322909857238901143","0.322909857238901143","0.322909857238901143","Activated","226","viper","226","0.322909857238901143",NA,NA,"4","ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=311); GTEx--Coexpression(rank=557); Enrichr--Queries(rank=610)","698","0.191000000000000003","ARCHS4 Coexpression,0.191"
"TBP","0.313196556806072890","0.313196556806072890","0.313196556806072890","Activated","227","viper","227","0.313196556806072890",NA,NA,"5","ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=220); ARCHS4--Coexpression(rank=1450)","518","0.136899999999999994","GTEx Coexpression,0.1369"
"KLF6","0.301798522028370375","0.301798522028370375","0.301798522028370375","Activated","228","viper","228","0.301798522028370375",NA,NA,"4","ReMap--ChIP-seq(rank=35); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=585); GTEx--Coexpression(rank=1074)","418","0.106899999999999995","ARCHS4 Coexpression,0.1069"
"ZEB1","0.272096744779185884","0.272096744779185884","0.272096744779185884","Activated","229","viper","229","0.272096744779185884",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=650); Enrichr--Queries(rank=784); GTEx--Coexpression(rank=888)","1186","0.399299999999999988","ARCHS4 Coexpression,0.3993"
"TEAD2","0.268673796589322167","0.268673796589322167","0.268673796589322167","Activated","230","viper","230","0.268673796589322167",NA,NA,"4","Enrichr--Queries(rank=75); ARCHS4--Coexpression(rank=136); ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=339)","210","0.053420000000000002","Enrichr Queries,0.05342"
"NCOA1","-0.267763352658529463","-0.267763352658529463","0.267763352658529463","Repressed","231","viper","231","0.267763352658529463",NA,NA,"4","ReMap--ChIP-seq(rank=229); ARCHS4--Coexpression(rank=437); GTEx--Coexpression(rank=1251); Enrichr--Queries(rank=1311)","917","0.268400000000000027","ARCHS4 Coexpression,0.2684"
"CTCF","-0.254149172688207192","-0.254149172688207192","0.254149172688207192","Repressed","232","viper","232","0.254149172688207192",NA,NA,"6","ReMap--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=11); ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=113); Enrichr--Queries(rank=282); GTEx--Coexpression(rank=1343)","20","0.006757000000000000","ARCHS4 Coexpression,0.006757"
"JUNB","-0.249294246226054284","-0.249294246226054284","0.249294246226054284","Repressed","233","viper","233","0.249294246226054284",NA,NA,"4","ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=332); Enrichr--Queries(rank=395); GTEx--Coexpression(rank=790)","735","0.203899999999999998","ARCHS4 Coexpression,0.2039"
"ZNF592","-0.242771517174899143","-0.242771517174899143","0.242771517174899143","Repressed","234","viper","234","0.242771517174899143",NA,NA,"4","ReMap--ChIP-seq(rank=166); GTEx--Coexpression(rank=1000); Enrichr--Queries(rank=1399); ARCHS4--Coexpression(rank=1469)","1404","0.558899999999999952","ReMap ChIP-seq,0.5589"
"ARNTL","-0.242003864199264729","-0.242003864199264729","0.242003864199264729","Repressed","235","viper","235","0.242003864199264729",NA,NA,"4","ReMap--ChIP-seq(rank=224); ARCHS4--Coexpression(rank=329); Enrichr--Queries(rank=379); GTEx--Coexpression(rank=1324)","728","0.202100000000000002","ARCHS4 Coexpression,0.2021"
"FOXK2","-0.238827216084338489","-0.238827216084338489","0.238827216084338489","Repressed","236","viper","236","0.238827216084338489",NA,NA,"4","ReMap--ChIP-seq(rank=123); Enrichr--Queries(rank=912); ARCHS4--Coexpression(rank=1043); GTEx--Coexpression(rank=1481)","1210","0.414100000000000024","ReMap ChIP-seq,0.4141"
"NFIC","0.235552106975636333","0.235552106975636333","0.235552106975636333","Activated","237","viper","237","0.235552106975636333",NA,NA,"5","ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=1004); GTEx--Coexpression(rank=1052); Enrichr--Queries(rank=1189)","1168","0.389799999999999980","ENCODE ChIP-seq,0.3898"
